Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2020);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
29613;21100927977;"2019 International Seminar on Electron Devices Design and Production, SED 2019 - Proceedings";conference and proceedings;"-";"";No;No;0,104;-;5;0;77;0;35;75;0,45;0,00;0,00;0;United States;Northern America;"";"";"Electrical and Electronic Engineering; Industrial and Manufacturing Engineering; Instrumentation; Modeling and Simulation";"Engineering; Mathematics; Physics and Astronomy"
29614;21100931019;"2019 Proceedings of the 3rd International Conference on Computing and Communications Technologies, ICCCT 2019";conference and proceedings;"-";"";No;No;0,104;-;8;0;48;0;27;47;0,56;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Computer Vision and Pattern Recognition; Hardware and Architecture; Instrumentation; Safety, Risk, Reliability and Quality; Signal Processing";"Computer Science; Engineering; Physics and Astronomy"
29615;21100929358;"2019 Systems of Signal Synchronization, Generating and Processing in Telecommunications, SYNCHROINFO 2019";conference and proceedings;"-";"";No;No;0,104;-;11;0;106;0;103;105;0,97;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Instrumentation; Signal Processing";"Computer Science; Physics and Astronomy"
29616;21100904761;"21st IAPRI World Conference on Packaging 2018 - Packaging: Driving a Sustainable Future";conference and proceedings;"-";"";No;No;0,104;-;4;0;101;0;13;99;0,13;0,00;0,00;0;United States;Northern America;"";"";"Marketing; Materials Science (miscellaneous)";"Business, Management and Accounting; Materials Science"
29617;21100900263;"23rd Canadian Hydrotechnical Conference, Held as part of the Canadian Society for Civil Engineering Annual Conference and General Meeting 2017";conference and proceedings;"-";"";No;No;0,104;-;2;0;55;0;1;54;0,00;0,00;0,00;0;Canada;Northern America;"";"";"Water Science and Technology";"Environmental Science"
29618;21100920693;"28th International Symposium on Lepton Photon Interactions at High Energies, LP 2017";conference and proceedings;"-";"";No;No;0,104;-;1;0;7;0;0;6;0,00;0,00;0,00;0;China;Asiatic Region;"";"";"Nuclear and High Energy Physics";"Physics and Astronomy"
29619;21100896937;"28th Symposium on Plasma Physics and Technology";conference and proceedings;"-";"";No;No;0,104;-;1;0;7;0;0;6;0,00;0,00;0,00;0;Czech Republic;Eastern Europe;"";"";"Atomic and Molecular Physics, and Optics";"Physics and Astronomy"
29620;21100868409;"2nd Annual Science Fiction Prototyping Conference 2018: Designing your Future with Science Fiction, SciFi-It 2018";conference and proceedings;"-";"";No;No;0,104;-;1;0;10;0;1;8;0,10;0,00;0,00;0;Belgium;Western Europe;"";"";"Computer Science (miscellaneous)";"Computer Science"
29621;21100883616;"31st International Summer Meeting on Power And Industrial Applications, RVP-AI 2018";conference and proceedings;"-";"";No;No;0,104;-;2;0;23;0;1;21;0,04;0,00;0,00;0;United States;Northern America;"";"";"Control and Optimization; Energy Engineering and Power Technology; Industrial and Manufacturing Engineering; Marketing";"Business, Management and Accounting; Energy; Engineering; Mathematics"
29622;21100932442;"3rd International Workshop on FPGAs for Software Programmers, FSP 2016, co-located with International Conference on Field Programmable Logic and Applications, FPL 2016";conference and proceedings;"-";"";No;No;0,104;-;1;0;8;0;0;6;0,00;0,00;0,00;0;Germany;Western Europe;"";"";"Computer Science Applications; Hardware and Architecture; Signal Processing; Software";"Computer Science"
29623;21100892237;"41st AMOP Technical Seminar on Environmental Contamination and Response, AMOP 2018";conference and proceedings;"-";"";No;No;0,104;-;4;0;73;0;6;72;0,08;0,00;0,00;0;Canada;Northern America;"";"";"Environmental Engineering; Pollution; Waste Management and Disposal";"Environmental Science"
29624;21100928233;"53rd Annual Loss Prevention Symposium 2019, LPS 2019 - Topical Conference at the 2019 AIChE Spring Meeting and 15th Global Congress on Process Safety";conference and proceedings;"-";"";No;No;0,104;-;2;0;47;0;3;46;0,06;0,00;0,00;0;United States;Northern America;"";"";"Industrial and Manufacturing Engineering; Safety, Risk, Reliability and Quality";"Engineering"
29625;21100840374;"5th International Workshop on Simulation for Energy, Sustainable Development and Environment, SESDE 2017, Held at the International Multidisciplinary Modeling and Simulation Multiconference, I3M 2017";conference and proceedings;"-";"";No;No;0,104;-;2;0;8;0;1;6;0,00;0,00;0,00;0;Italy;Western Europe;"";"";"Modeling and Simulation; Renewable Energy, Sustainability and the Environment";"Energy; Mathematics"
29626;21100976349;"63rd Annual Meeting of the International Society for the Systems Sciences, ISSS 2019";conference and proceedings;"-";"";No;No;0,104;-;2;0;7;0;1;6;0,14;0,00;0,00;0;United Kingdom;Western Europe;"";"";"Control and Systems Engineering";"Engineering"
29627;21100888504;"7th Lighting Conference of the Visegrad Countries, LUMEN V4 2018 - Proceedings";conference and proceedings;"-";"";No;No;0,104;-;4;0;54;0;15;52;0,28;0,00;0,00;0;United States;Northern America;"";"";"Atomic and Molecular Physics, and Optics; Electrical and Electronic Engineering; Instrumentation";"Engineering; Physics and Astronomy"
29628;21100892784;"8th World Congress on Particle Technology 2018: Keynotes and Plenaries";conference and proceedings;"-";"";No;No;0,104;-;1;0;7;0;0;6;0,00;0,00;0,00;0;United States;Northern America;"";"";"Biotechnology; Chemical Engineering (miscellaneous); Safety, Risk, Reliability and Quality";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering"
29629;21100882461;"ACM SIGGRAPH 2018 Art Gallery, SIGGRAPH 2018";conference and proceedings;"-";"";No;No;0,104;-;2;0;7;0;3;6;0,43;0,00;0,00;0;United States;Northern America;"";"";"Computer Graphics and Computer-Aided Design; Software";"Computer Science"
29630;21100926581;"ACM SIGGRAPH 2019 Educators Forum, SIGGRAPH 2019";conference and proceedings;"-";"";No;No;0,104;-;0;0;7;0;0;6;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Graphics and Computer-Aided Design; Human-Computer Interaction";"Computer Science"
29631;21100904766;"AGA 2018 - 19th Annual General Assembly (AGA) of the International Association of Maritime Universities (IAMU)";conference and proceedings;"-";"";No;No;0,104;-;4;0;52;0;5;50;0,10;0,00;0,00;0;Spain;Western Europe;"";"";"Education; Ocean Engineering; Safety, Risk, Reliability and Quality; Transportation";"Engineering; Social Sciences"
29632;21100931467;"American Fuel and Petrochemical Manufacturers, AFPM - Labor Relations/Human Resources Conference 2019";conference and proceedings;"-";"";No;No;0,104;-;0;0;7;0;0;6;0,00;0,00;0,00;0;United States;Northern America;"";"";"Fuel Technology; Geotechnical Engineering and Engineering Geology";"Earth and Planetary Sciences; Energy"
29633;19900194829;"American Society of Mechanical Engineers, Noise Control and Acoustics Division (Publication) NCAD";conference and proceedings;"-";"";No;No;0,104;-;8;0;29;0;4;28;0,14;0,00;0,00;0;United States;Northern America;"";"";"Acoustics and Ultrasonics; Mechanical Engineering";"Engineering; Physics and Astronomy"
29634;21100831007;"ASPEN/ASPE Spring Topical Meeting on Manufacture and Metrology of Structured and Freeform Surfaces for Functional Applications";conference and proceedings;"-";"";No;No;0,104;-;2;0;36;0;3;35;0,00;0,00;0,00;0;Hong Kong;Asiatic Region;"";"";"Industrial and Manufacturing Engineering; Instrumentation; Materials Science (miscellaneous); Mechanical Engineering";"Engineering; Materials Science; Physics and Astronomy"
29635;21100920002;"China Semiconductor Technology International Conference 2019, CSTIC 2019";conference and proceedings;"-";"";No;No;0,104;-;5;0;151;0;21;149;0,14;0,00;0,00;0;United States;Northern America;"";"";"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Hardware and Architecture; Instrumentation";"Computer Science; Engineering; Materials Science; Physics and Astronomy"
29636;21100892606;"CHIRA 2018 - Proceedings of the 2nd International Conference on Computer-Human Interaction Research and Applications";conference and proceedings;"-";"";No;No;0,104;-;3;0;13;0;5;11;0,38;0,00;0,00;0;Portugal;Western Europe;"";"";"Human-Computer Interaction";"Computer Science"
29637;21100892787;"Combustible Dust Safety 2018 - Topical at the 8th World Congress on Particle Technology";conference and proceedings;"-";"";No;No;0,104;-;0;0;7;0;0;6;0,00;0,00;0,00;0;United States;Northern America;"";"";"Biotechnology; Chemical Engineering (miscellaneous); Safety, Risk, Reliability and Quality";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering"
29638;21100832215;"Congress on Technical Advancement 2017: Infrastructure Resilience and Energy - Papers from Sessions of the 1st Congress on Technical Advancement";conference and proceedings;"-";"";No;No;0,104;-;2;0;13;0;2;11;0,00;0,00;0,00;0;United States;Northern America;"";"";"Building and Construction; Civil and Structural Engineering; Environmental Science (miscellaneous)";"Engineering; Environmental Science"
29639;21100913886;"Emissions Conference 2017";conference and proceedings;"-";"";No;No;0,104;-;0;0;7;0;0;6;0,00;0,00;0,00;0;United States;Northern America;"";"";"Civil and Structural Engineering; Pollution";"Engineering; Environmental Science"
29640;21100900299;"Environmental Division 2018 - Core Programming Area at the 2018 AIChE Annual Meeting";conference and proceedings;"-";"";No;No;0,104;-;2;0;26;0;4;25;0,15;0,00;0,00;0;United States;Northern America;"";"";"Chemical Engineering (miscellaneous); Engineering (miscellaneous); Environmental Science (miscellaneous)";"Chemical Engineering; Engineering; Environmental Science"
29641;21100833927;"Erlang 2017 - Proceedings of the 16th ACM SIGPLAN International Workshop on Erlang, co-located with ICFP 2017";conference and proceedings;"-";"";No;No;0,104;-;3;0;9;0;2;7;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computational Theory and Mathematics; Software";"Computer Science"
29642;21100902540;"Erlang 2018 - Proceedings of the 17th ACM SIGPLAN International Workshop on Erlang, co-located with ICFP 2018";conference and proceedings;"-";"";No;No;0,104;-;4;0;9;0;4;7;0,44;0,00;0,00;0;United States;Northern America;"";"";"Computational Theory and Mathematics; Software";"Computer Science"
29643;21100864448;"Food, Pharmaceutical and Bioengineering Division 2017 - Core Programming Area at the 2017 AIChE Annual Meeting";conference and proceedings;"-";"";No;No;0,104;-;1;0;45;0;1;43;0,00;0,00;0,00;0;United States;Northern America;"";"";"Chemical Engineering (miscellaneous); Engineering (miscellaneous); Food Science";"Agricultural and Biological Sciences; Chemical Engineering; Engineering"
29644;21100958098;"GraphiCon 2017 - 27th International Conference on Computer Graphics and Vision";conference and proceedings;"-";"";No;No;0,104;-;4;0;74;0;9;73;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Graphics and Computer-Aided Design; Computer Vision and Pattern Recognition";"Computer Science"
29645;21100931374;"Human-Centric Robotics- Proceedings of the 20th International Conference on Climbing and Walking Robots and the Support Technologies for Mobile Machines, CLAWAR 2017";conference and proceedings;"-";"";No;No;0,104;-;6;0;66;0;16;65;0,24;0,00;0,00;0;Singapore;Asiatic Region;"";"";"Artificial Intelligence; Human-Computer Interaction";"Computer Science"
29646;21100878896;"ICCE 2017 - 25th International Conference on Computers in Education: Technology and Innovation: Computer-Based Educational Systems for the 21st Century, Doctoral Student Consortia Proceedings";conference and proceedings;"-";"";No;No;0,104;-;1;0;8;0;1;6;0,00;0,00;0,00;0;Taiwan;Asiatic Region;"";"";"Computer Science Applications; Computer Science (miscellaneous); Education";"Computer Science; Social Sciences"
29647;21100894836;"ICCE 2018 - 26th International Conference on Computers in Education, Extended Summary Proceedings";conference and proceedings;"-";"";No;No;0,104;-;1;0;8;0;0;6;0,00;0,00;0,00;0;Taiwan;Asiatic Region;"";"";"Computer Science Applications; Computer Science (miscellaneous); Education";"Computer Science; Social Sciences"
29648;21100931217;"ICCREM 2019: Innovative Construction Project Management and Construction Industrialization - Proceedings of the International Conference on Construction and Real Estate Management 2019";conference and proceedings;"-";"";No;No;0,104;-;5;0;104;0;11;102;0,11;0,00;0,00;0;United States;Northern America;"";"";"Building and Construction; Civil and Structural Engineering";"Engineering"
29649;88865;"IEEE AFRICON Conference";conference and proceedings;"21530033, 21530025";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,104;-;29;0;197;0;38;196;0,19;0,00;0,00;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1992, 1996, 1999, 2002, 2004, 2007, 2009, 2011, 2013, 2015, 2019, 2021, 2023";"Computer Science Applications; Electrical and Electronic Engineering";"Computer Science; Engineering"
29650;21100918358;"iFUZZY 2018 - 2018 International Conference on Fuzzy Theory and Its Applications";conference and proceedings;"-";"";No;No;0,104;-;3;0;13;0;5;11;0,38;0,00;0,00;0;United States;Northern America;"";"";"Artificial Intelligence; Computational Theory and Mathematics; Computer Science Applications; Logic";"Computer Science; Mathematics"
29651;21100954021;"IMFEDK 2019 - International Meeting for Future of Electron Devices, Kansai";conference and proceedings;"-";"";No;No;0,104;-;3;0;15;0;1;13;0,07;0,00;0,00;0;United States;Northern America;"";"";"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Energy Engineering and Power Technology; Instrumentation; Renewable Energy, Sustainability and the Environment; Safety, Risk, Reliability and Quality";"Energy; Engineering; Materials Science; Physics and Astronomy"
29652;21100904768;"Institution of Mechanical Engineers - 13th International Conference on Turbochargers and Turbocharging 2018";conference and proceedings;"-";"";No;No;0,104;-;4;0;42;0;15;41;0,36;0,00;0,00;0;United Kingdom;Western Europe;"";"";"Automotive Engineering; Fuel Technology";"Energy; Engineering"
29653;21100843120;"International Conferences on Transport and Sedimentation of Solid Particles";conference and proceedings;"12323071";"Wydawnictwo Uniwersytetu Przyrodniczego we Wroclawiu";No;No;0,104;-;5;0;96;0;14;91;0,14;0,00;0,00;0;Poland;Eastern Europe;"Wydawnictwo Uniwersytetu Przyrodniczego we Wroclawiu";"2017, 2019, 2023";"Environmental Engineering; Fluid Flow and Transfer Processes; Pollution; Waste Management and Disposal; Water Science and Technology";"Chemical Engineering; Environmental Science"
29654;21100903039;"International Symposium on Advances in Computational Heat Transfer";conference and proceedings;"25785486";"Begell House Inc.";No;No;0,104;-;9;0;214;0;9;213;0,00;0,00;0,00;0;United States;Northern America;"Begell House Inc.";"1997, 2004, 2008, 2012, 2014-2015, 2017, 2021, 2024";"Computer Science Applications; Condensed Matter Physics; Fluid Flow and Transfer Processes; Mechanical Engineering";"Chemical Engineering; Computer Science; Engineering; Physics and Astronomy"
29655;21100298636;"International Symposium on Ocean Electronics, SYMPOL";conference and proceedings;"23265566, 23265558";"IEEE Computer Society";No;No;0,104;-;10;0;25;0;4;22;0,16;0,00;0,00;0;United States;Northern America;"IEEE Computer Society";"2013, 2016, 2019, 2021, 2023";"Electrical and Electronic Engineering; Ocean Engineering; Oceanography";"Earth and Planetary Sciences; Engineering"
29656;21100974955;"iSPEC 2019 - 2019 IEEE Sustainable Power and Energy Conference: Grid Modernization for Energy Revolution, Proceedings";conference and proceedings;"-";"";No;No;0,104;-;5;0;58;0;14;57;0,24;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Development; Economics and Econometrics; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment";"Computer Science; Economics, Econometrics and Finance; Energy; Engineering; Social Sciences"
29657;21100954124;"KICSS 2018 - 2018 13th International Conference on Knowledge, Information and Creativity Support Systems, Proceedings";conference and proceedings;"-";"";No;No;0,104;-;3;0;13;0;3;12;0,23;0,00;0,00;0;United States;Northern America;"";"";"Artificial Intelligence; Communication; Computer Networks and Communications; Information Systems; Information Systems and Management; Linguistics and Language (Q4)";"Computer Science; Decision Sciences; Social Sciences"
29658;21100845234;"OR 59: OR Society Annual Conference";conference and proceedings;"-";"";No;No;0,104;-;1;0;8;0;0;6;0,00;0,00;0,00;0;United Kingdom;Western Europe;"";"";"Computational Theory and Mathematics; Management of Technology and Innovation; Management Science and Operations Research; Modeling and Simulation; Numerical Analysis; Strategy and Management";"Business, Management and Accounting; Computer Science; Decision Sciences; Mathematics"
