Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
29993;21101087776;"Acoustics";journal;"2624599X";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;;-;25;52;0;2159;0;0;0,00;41,52;22,12;0;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2019-2025";"Acoustics and Ultrasonics";"Physics and Astronomy"
29994;21101055126;"Acque Sotterranee - Italian Journal of Groundwater";journal;"1828454X, 22806458";"Page Press Publications";Yes;Yes;;-;12;29;63;596;48;51;0,80;20,55;37,14;1;Italy;Western Europe;"Page Press Publications";"2012-2025";"Environmental Chemistry; Environmental Engineering; Geophysics; Geotechnical Engineering and Engineering Geology; Water Science and Technology";"Earth and Planetary Sciences; Environmental Science"
29995;21101094825;"ACR Open Rheumatology";journal;"25785745";"John Wiley and Sons Inc";Yes;No;;-;32;82;0;2642;0;0;0,00;32,22;50,58;3;United States;Northern America;"John Wiley and Sons Inc";"2019-2026";"Rheumatology";"Medicine"
29996;21101019256;"ACS Applied Electronic Materials";journal;"26376113";"American Chemical Society";No;No;;-;74;316;0;14457;0;0;0,00;45,75;25,65;1;United States;Northern America;"American Chemical Society";"2019-2026";"Electrochemistry; Electronic, Optical and Magnetic Materials; Materials Chemistry";"Chemistry; Materials Science"
29997;21101028205;"ACS Applied Polymer Materials";journal;"26376105";"American Chemical Society";No;No;;-;76;378;0;19043;0;0;0,00;50,38;27,52;2;United States;Northern America;"American Chemical Society";"2019-2026";"Organic Chemistry; Polymers and Plastics; Process Chemistry and Technology";"Chemical Engineering; Chemistry; Materials Science"
29998;21100944562;"ACS Materials Letters";journal;"26394979";"American Chemical Society";Yes;No;;-;91;97;0;4038;0;0;0,00;41,63;26,66;1;United States;Northern America;"American Chemical Society";"2019-2026";"Biomedical Engineering; Chemical Engineering (miscellaneous); Materials Science (miscellaneous)";"Chemical Engineering; Engineering; Materials Science"
29999;21101018849;"ACS Pharmacology and Translational Science";journal;"25759108";"American Chemical Society";No;No;;-;51;48;16;3148;49;13;3,06;65,58;35,45;2;United States;Northern America;"American Chemical Society";"2018-2026";"Pharmacology; Pharmacology (medical)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
30000;21100943521;"Acta Academiae Artium Vilnensis";journal;"13920316";"Vilniaus dailes akademijos leidykla";Yes;Yes;;-;2;37;0;974;0;0;0,00;26,32;71,43;0;Lithuania;Eastern Europe;"Vilniaus dailes akademijos leidykla";"2019-2025";"History; Visual Arts and Performing Arts";"Arts and Humanities"
30001;21101052930;"Acta Acustica";journal;"10224793, 26814617";"European Acoustics Association, EAA";Yes;No;;-;80;126;356;4044;531;353;1,37;32,10;18,85;1;France;Western Europe;"European Acoustics Association, EAA";"2020-2026";"Acoustics and Ultrasonics; Computer Science Applications; Electrical and Electronic Engineering; Speech and Hearing";"Computer Science; Engineering; Health Professions; Physics and Astronomy"
30002;21101097075;"Acta Agrestia Sinica";journal;"10070435";"China Agricultural University";No;No;;-;15;220;0;2833;0;0;0,00;12,88;41,29;0;China;Asiatic Region;"China Agricultural University";"2019-2025";"Agricultural and Biological Sciences (miscellaneous); Ecology";"Agricultural and Biological Sciences; Environmental Science"
30003;21101042151;"Acta Asiatica Varsoviensia";journal;"24498653, 08606102";"Institute of Mediterranean and Oriental Cultures of the Polish Academy of Sciences";Yes;Yes;;-;2;7;0;219;0;0;0,00;31,29;28,57;0;Poland;Eastern Europe;"Institute of Mediterranean and Oriental Cultures of the Polish Academy of Sciences";"2019-2025";"Arts and Humanities (miscellaneous); Cultural Studies; History; Religious Studies";"Arts and Humanities; Social Sciences"
30004;21101021170;"Acta Biologica Sibirica";journal;"24121908";"Altai State University";Yes;No;;-;10;28;0;550;0;0;0,00;19,64;55,93;0;Russian Federation;Eastern Europe;"Altai State University";"2019-2026";"Animal Science and Zoology; Ecology; Ecology, Evolution, Behavior and Systematics; Global and Planetary Change; Insect Science; Nature and Landscape Conservation; Plant Science";"Agricultural and Biological Sciences; Environmental Science"
30005;21101190205;"Acta Biologica Slovenica";journal;"18543073";"Univerza v Ljubljani";Yes;Yes;;-;5;11;0;827;0;0;0,00;75,18;72,22;0;Slovenia;Eastern Europe;"Univerza v Ljubljani";"2019-2025";"Agricultural and Biological Sciences (miscellaneous); Animal Science and Zoology; Plant Science; Soil Science";"Agricultural and Biological Sciences"
30006;21101032721;"Acta Biomedica Scientifica";journal;"25419420, 25879596";"Scientific Centre for Family Health and Human Reproduction Problems";Yes;No;;-;8;155;292;3178;44;292;0,15;20,50;59,69;0;Russian Federation;Eastern Europe;"Scientific Centre for Family Health and Human Reproduction Problems";"2017-2025";"Biochemistry, Genetics and Molecular Biology (miscellaneous); Immunology and Microbiology (miscellaneous) ";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
30007;16636;"Acta Botanica Malacitana";journal;"02109506, 23405074";"Universidad de Malaga";No;Yes;;-;21;21;106;492;24;70;0,17;23,43;20,69;0;Spain;Western Europe;"Universidad de Malaga";"1995-2026";"Agricultural and Biological Sciences (miscellaneous); Ecology";"Agricultural and Biological Sciences; Environmental Science"
30008;21101173100;"Acta Classica Universitatis Scientiarum Debreceniensis";journal;"0418453X, 27323390";"Department of Classical Philology and Ancient History, University of Debrecen";No;No;;-;4;16;0;482;0;0;0,00;30,13;53,33;0;Hungary;Eastern Europe;"Department of Classical Philology and Ancient History, University of Debrecen";"2019-2024";"Classics; History; Linguistics and Language; Literature and Literary Theory";"Arts and Humanities; Social Sciences"
30009;21101115808;"Acta Colombiana de Cuidado Intensivo";journal;"01227262, 27730697";"Asociacion Colombiana de Medicina Critica y Cuidado lntensivo";No;No;;-;7;43;118;1216;12;116;0,08;28,28;34,13;0;Spain;Western Europe;"Asociacion Colombiana de Medicina Critica y Cuidado lntensivo";"2015-2026";"Advanced and Specialized Nursing; Anesthesiology and Pain Medicine; Critical Care and Intensive Care Medicine; Critical Care Nursing";"Medicine; Nursing"
30010;21101068169;"Acta Commercii";journal;"16841999, 24131903";"AOSIS (Pty) Ltd";Yes;No;;-;12;37;0;2143;0;0;0,00;57,92;38,71;1;South Africa;Africa;"AOSIS (Pty) Ltd";"2019-2026";"Business, Management and Accounting (miscellaneous); Organizational Behavior and Human Resource Management; Strategy and Management";"Business, Management and Accounting"
30011;21101041610;"Acta Didactica Norden";journal;"25358219";"Universitetet i Oslo";Yes;Yes;;-;11;26;0;1230;0;0;0,00;47,31;60,47;2;Norway;Western Europe;"Universitetet i Oslo";"2020-2026";"Education";"Social Sciences"
30012;21101080425;"Acta Epileptologica";journal;"25244434, 20969384";"BioMed Central Ltd";Yes;Yes;;-;12;8;0;154;0;0;0,00;19,25;41,67;0;United Kingdom;Western Europe;"BioMed Central Ltd";"2019-2026";"Neurology; Neurology (clinical)";"Medicine; Neuroscience"
30013;21101039071;"Acta Facultatis Philosophicae Universitatis Ostravienis Studia Germanistica";journal;"25710273, 1803408X";"University of Ostrava, Faculty of Arts";Yes;Yes;;-;2;11;0;350;0;0;0,00;31,82;50,00;0;Czech Republic;Eastern Europe;"University of Ostrava, Faculty of Arts";"2019-2025";"Cultural Studies; Education; Linguistics and Language; Literature and Literary Theory";"Arts and Humanities; Social Sciences"
30014;21100916903;"Acta Fytotechnica et Zootechnica";journal;"13369245, 1335258X";"Slovak University of Agriculture in Nitra";Yes;Yes;;-;10;21;1;605;0;1;0,00;28,81;43,10;0;Slovakia;Eastern Europe;"Slovak University of Agriculture in Nitra";"2018-2025";"Agronomy and Crop Science; Animal Science and Zoology; Food Science";"Agricultural and Biological Sciences"
30015;27082;"Acta Geographica Lodziensia";journal;"00651249, 24510319";"Lodzkie Towarzystwo Naukowe";No;No;;-;10;17;0;805;0;0;0,00;47,35;34,38;0;Poland;Eastern Europe;"Lodzkie Towarzystwo Naukowe";"1979-1980, 1982, 1985-1990, 1993-1998, 2002-2009, 2019-2025";"Geography, Planning and Development; Geology";"Earth and Planetary Sciences; Social Sciences"
30016;21101037317;"Acta Geographica Universitatis Comenianae";journal;"13386034";"Comenius University in Bratislava";Yes;Yes;;-;5;9;0;460;0;0;0,00;51,11;45,45;0;Slovakia;Eastern Europe;"Comenius University in Bratislava";"2019-2025";"Computers in Earth Sciences; Earth and Planetary Sciences (miscellaneous); Geography, Planning and Development; Management, Monitoring, Policy and Law; Nature and Landscape Conservation; Urban Studies";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
30017;21101072347;"Acta Historica Universitatis Klaipedensis";journal;"23516526, 13924095";"Institute of Baltic Region History and Archaeology of Klaipeda University";Yes;Yes;;-;2;22;0;710;0;0;0,00;32,27;36,84;0;Lithuania;Eastern Europe;"Institute of Baltic Region History and Archaeology of Klaipeda University";"2019-2025";"History";"Arts and Humanities"
30018;21101043308;"Acta Hydrobiologica Sinica";journal;"10003207";"Science Press";No;No;;-;16;177;0;6189;0;0;0,00;34,97;38,44;0;China;Asiatic Region;"Science Press";"2019-2026";"Aquatic Science; Ecology; Water Science and Technology";"Agricultural and Biological Sciences; Environmental Science"
30019;21101049048;"Acta Hydrologica Slovaca";journal;"26444690";"Slovak Academy of Sciences, Institute of Hydrology";No;No;;-;7;26;0;587;0;0;0,00;22,58;48,15;0;Slovakia;Eastern Europe;"Slovak Academy of Sciences, Institute of Hydrology";"2019-2025";"Computers in Earth Sciences; Earth and Planetary Sciences (miscellaneous); Water Science and Technology";"Earth and Planetary Sciences; Environmental Science"
30020;21100940526;"Acta Hydrotechnica";journal;"15810267, 03523551";"University of Ljubljana, Faculty of Civil and Geodetic Engineering";No;No;;-;9;10;4;269;9;4;2,25;26,90;20,00;0;Slovenia;Eastern Europe;"University of Ljubljana, Faculty of Civil and Geodetic Engineering";"2018-2025";"Environmental Engineering; Geotechnical Engineering and Engineering Geology";"Earth and Planetary Sciences; Environmental Science"
30021;21100945165;"Acta Informatica Pragensia";journal;"18054951";"";Yes;Yes;;-;12;6;0;203;0;0;0,00;33,83;41,67;1;Czech Republic;Eastern Europe;"";"2019-2025";"Computer Science Applications; Information Systems; Library and Information Sciences; Management Information Systems";"Business, Management and Accounting; Computer Science; Social Sciences"
30022;21101045282;"Acta Innovations";journal;"23005599";"Rotherham Academic Press Ltd";Yes;No;;-;17;45;84;1111;13;84;0,17;24,69;57,89;0;United Kingdom;Western Europe;"Rotherham Academic Press Ltd";"2013-2025";"Energy (miscellaneous); Environmental Engineering; Renewable Energy, Sustainability and the Environment";"Energy; Environmental Science"
30023;21101058914;"Acta Linguistica Lithuanica";journal;"2669218X, 16484444";"Institute of the Lithuanian Language";Yes;Yes;;-;5;25;0;857;0;0;0,00;34,28;65,22;0;Lithuania;Eastern Europe;"Institute of the Lithuanian Language";"2019-2025";"Linguistics and Language";"Social Sciences"
30024;21101073711;"Acta Linguistica Petropolitana";journal;"26584069, 23065737";"Institute for Linguistic Studies RAS";No;No;;-;4;52;0;1456;0;0;0,00;28,00;74,58;0;Russian Federation;Eastern Europe;"Institute for Linguistic Studies RAS";"2019-2025";"Linguistics and Language";"Social Sciences"
30025;21100912227;"Acta Logistica";journal;"13395629";"4S go, s.r.o";Yes;No;;-;13;25;0;489;0;0;0,00;19,56;38,18;1;Slovakia;Eastern Europe;"4S go, s.r.o";"2019-2025";"Business and International Management; Civil and Structural Engineering; Industrial and Manufacturing Engineering; Transportation";"Business, Management and Accounting; Engineering; Social Sciences"
30026;21101046768;"Acta Medica Lituanica";journal;"13920138, 20294174";"Vilnius University Press";Yes;Yes;;-;10;35;0;703;0;0;0,00;20,09;60,84;1;Lithuania;Eastern Europe;"Vilnius University Press";"2019-2025";"Medicine (miscellaneous)";"Medicine"
30027;21101196090;"Acta Medica Peruana";journal;"10188800, 17285917";"Colegio Medico del Peru";Yes;Yes;;-;12;48;0;1187;0;0;0,00;24,73;34,40;4;Peru;Latin America;"Colegio Medico del Peru";"2019-2025";"Medicine (miscellaneous)";"Medicine"
30028;21101157246;"Acta Medico-Historica Rigensia";journal;"10228012, 2592818X";"Riga Stradins University";Yes;Yes;;-;3;5;0;310;0;0;0,00;62,00;33,33;0;Latvia;Eastern Europe;"Riga Stradins University";"2019-2024";"History";"Arts and Humanities"
30029;34601;"Acta Microbiologica Bulgarica";journal;"02048809, 26033755";"";No;No;;-;7;20;65;621;6;64;0,09;31,05;76,56;0;Bulgaria;Eastern Europe;"";"1978-1990, 1993, 2017-2025";"Biochemistry, Genetics and Molecular Biology (miscellaneous); Microbiology";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
30030;21101283317;"Acta Microbiologica Hellenica (Switzerland)";journal;"28139054";"Multidisciplinary Digital Publishing Institute (MDPI)";No;No;;-;5;17;50;509;4;49;0,09;29,94;47,83;0;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2024-2025";"Microbiology (medical)";"Medicine"
30031;21101038742;"Acta Musei Moraviae, Scientiae Geologicae";journal;"12118796, 25714686";"Moravian Museum";No;No;;-;4;12;0;541;0;0;0,00;45,08;21,74;0;Czech Republic;Eastern Europe;"Moravian Museum";"2019-2025";"Earth and Planetary Sciences (miscellaneous)";"Earth and Planetary Sciences"
30032;55551;"Acta Musei Napocensis";journal;"14541513, 27344487";"National Museum of History of Transylvania";No;No;;-;3;13;24;358;3;23;0,13;27,54;31,25;0;Romania;Eastern Europe;"National Museum of History of Transylvania";"1970, 1975, 1978, 2017-2024";"Archeology; Archeology (arts and humanities); Classics; History";"Arts and Humanities; Social Sciences"
30033;21100927241;"Acta Paedagogica Vilnensia";journal;"13925016, 1648665X";"Vilnius University Press";Yes;Yes;;-;6;24;0;772;0;0;0,00;32,17;82,86;0;Lithuania;Eastern Europe;"Vilnius University Press";"2019-2025";"Education";"Social Sciences"
30034;21101056813;"Acta Palaeontologica Romaniae";journal;"22483802, 1842371X";"Romanian Society of Palaeontologists";No;No;;-;7;5;0;261;0;0;0,00;52,20;20,00;0;Romania;Eastern Europe;"Romanian Society of Palaeontologists";"2019-2025";"Atmospheric Science; Ecology; Ecology, Evolution, Behavior and Systematics; Geology; Paleontology; Stratigraphy";"Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science"
30035;21101198529;"Acta Petrologica et Mineralogica";journal;"10006524";"Science China Press";No;No;;-;14;76;0;3164;0;0;0,00;41,63;33,33;0;China;Asiatic Region;"Science China Press";"2019-2025";"Geochemistry and Petrology; Geology; Geotechnical Engineering and Engineering Geology";"Earth and Planetary Sciences"
30036;21100980108;"Acta Polytechnica CTU Proceedings";conference and proceedings;"23365382";"Czech Technical University in Prague";Yes;Yes;;-;9;82;0;804;0;0;0,00;9,80;27,12;0;Czech Republic;Eastern Europe;"Czech Technical University in Prague";"2019-2025";"Applied Mathematics; Engineering (miscellaneous); Physics and Astronomy (miscellaneous)";"Engineering; Mathematics; Physics and Astronomy"
